Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1990-01-02 00:00:00-05:00,0.24959904289397686,0.265530678450865,0.24782896095686002,0.26376059651374817,183198400,0.0,0.0
1990-01-03 00:00:00-05:00,0.2690717271044271,0.2690717271044271,0.2655307352542877,0.2655307352542877,207995200,0.0,0.0
1990-01-04 00:00:00-05:00,0.27084182052183686,0.27438198498957617,0.2637606407330019,0.2664165794849396,221513600,0.0,0.0
1990-01-05 00:00:00-05:00,0.26730164885520935,0.2708418371754443,0.2619905509736736,0.26730164885520935,123312000,0.0,0.0
1990-01-08 00:00:00-05:00,0.2655305890786813,0.2690715789794922,0.26199040276119073,0.2690715789794922,101572800,0.0,0.0
1990-01-09 00:00:00-05:00,0.2690717146531518,0.2690717146531518,0.2619905348643168,0.2664165794849396,86139200,0.0,0.0
1990-01-10 00:00:00-05:00,0.2664164742717993,0.2664164742717993,0.2531391728719411,0.25491008162498474,199718400,0.0,0.0
1990-01-11 00:00:00-05:00,0.25668028296453754,0.25668028296453754,0.244288831949234,0.244288831949234,211052800,0.0,0.0
1990-01-12 00:00:00-05:00,0.24251874958822417,0.246058937945061,0.23897775764760415,0.244288831949234,171897600,0.0,0.0
1990-01-15 00:00:00-05:00,0.24428885020780933,0.25313930994399164,0.24251876771450043,0.24251876771450043,161739200,0.0,0.0
1990-01-16 00:00:00-05:00,0.23720753545781142,0.24782889890932633,0.23189726734115157,0.24694384634494781,214244800,0.0,0.0
1990-01-17 00:00:00-05:00,0.2460588629120261,0.2460588629120261,0.2336674156753627,0.23543749749660492,197299200,0.0,0.0
1990-01-18 00:00:00-05:00,0.23366743101446624,0.23720759488934479,0.22835633434893451,0.22924219071865082,273291200,0.0,0.0
1990-01-19 00:00:00-05:00,0.23897777550922045,0.24428885020780933,0.23720766938109264,0.24251876771450043,265137600,0.0,0.0
1990-01-22 00:00:00-05:00,0.24074776659514147,0.24428875745597398,0.23543749749660492,0.23543749749660492,145611200,0.0,0.0
1990-01-23 00:00:00-05:00,0.23897765576839447,0.24251864619944533,0.2336673873143827,0.23897765576839447,140873600,0.0,0.0
1990-01-24 00:00:00-05:00,0.23012725508044968,0.24251870375385454,0.2283563458355292,0.24074779450893402,169792000,0.0,0.0
1990-01-25 00:00:00-05:00,0.24251866161412244,0.24605884868674976,0.24074775267691284,0.2416336089372635,111540800,0.0,0.0
1990-01-26 00:00:00-05:00,0.24074784311726377,0.24074784311726377,0.22835639194195598,0.23189738392829895,181249600,0.0,0.0
1990-01-29 00:00:00-05:00,0.2336674156753627,0.2372075793178471,0.22747129026526192,0.23543749749660492,119929600,0.0,0.0
1990-01-30 00:00:00-05:00,0.23543752479469185,0.24428878578033103,0.23366744276821536,0.24074779450893402,116446400,0.0,0.0
1990-01-31 00:00:00-05:00,0.24428878578033103,0.2460588914416202,0.23366744276821536,0.24074779450893402,143942400,0.0,0.0
1990-02-01 00:00:00-05:00,0.24428883293188142,0.245173885933355,0.23720765260594062,0.23809270560741425,117073600,0.0,0.0
1990-02-02 00:00:00-05:00,0.23543758688778374,0.24605895633593713,0.23543758688778374,0.24251876771450043,118473600,0.0,0.0
1990-02-05 00:00:00-05:00,0.24251869098407042,0.24959904235197428,0.24074778183239687,0.24782896041870117,101752000,0.0,0.0
1990-02-06 00:00:00-05:00,0.24605895578861237,0.24782903827798394,0.24074785746701838,0.24605895578861237,73920000,0.0,0.0
1990-02-07 00:00:00-05:00,0.2336674156753627,0.24074776659514147,0.23012722839806835,0.23543749749660492,312446400,0.0,0.0
1990-02-08 00:00:00-05:00,0.23543754524441668,0.23720762742463966,0.2283563656701942,0.23366746306419373,186636800,0.0,0.0
1990-02-09 00:00:00-05:00,0.23720766938109264,0.24428885020780933,0.23543758688778374,0.24251876771450043,168078400,0.0,0.0
1990-02-12 00:00:00-05:00,0.24251870375385454,0.24428878578033103,0.23897771248245753,0.24074779450893402,74916800,0.0,0.0
1990-02-13 00:00:00-05:00,0.240747840008614,0.24782902030607085,0.23897775764760415,0.244288831949234,102166400,0.0,0.0
1990-02-14 00:00:00-05:00,0.24428885020780933,0.24605895633593713,0.23897777550922045,0.24251876771450043,96062400,0.0,0.0
1990-02-15 00:00:00-05:00,0.23897777550922045,0.24251876771450043,0.23720766938109264,0.24251876771450043,97966400,0.0,0.0
1990-02-16 00:00:00-05:00,0.2432999673883295,0.24507575165836876,0.23974756896495822,0.2397475689649582,127209600,0.000982,0.0
